,triple,doc_list,unique_doc,doc_count
12762,opv associate stool,[35.0],[35.0],1
12763,opv include cd4,[35.0],[35.0],1
12764,opv include gut-homing,[35.0],[35.0],1
12765,or42 compare 00001,[464.0],[464.0],1
12766,or42 compare hla-drb1,[464.0],[464.0],1
12767,oral age blood,[35.0],[35.0],1
12768,oral age cd4,[35.0],[35.0],1
12769,oral age enteropathy,[35.0],[35.0],1
12770,oral age gut-homing,[35.0],[35.0],1
12771,oral age peripheral,[35.0],[35.0],1
12772,oral associate parenteral,[215.0],[215.0],1
12773,oral attenuate 1200,[92.0],[92.0],1
12774,oral attenuate g6p,[92.0],[92.0],1
12775,oral attenuate rotavirus,"[92.0, 92.0]",[92.0],1
12776,oral attenuate specimen,[92.0],[92.0],1
12777,oral continue 50-150,[218.0],[218.0],1
12778,oral continue agonist,[218.0],[218.0],1
12779,oral continue covid-19,[218.0],[218.0],1
12780,oral continue crp,[218.0],[218.0],1
12781,oral continue eight,[218.0],[218.0],1
12782,oral continue nct04452435,[218.0],[218.0],1
12783,oral continue patient,[218.0],[218.0],1
12784,oral continue receptor,[218.0],[218.0],1
12785,oral exclude bcg,[271.0],[271.0],1
12786,oral exclude bcg-denmark,[271.0],[271.0],1
12787,oral exclude bcg-denmark-covid,[271.0],[271.0],1
12788,oral exclude denmark,[271.0],[271.0],1
12789,oral exclude participant,[271.0],[271.0],1
12790,oral exclude saline,[271.0],[271.0],1
12791,oral exclude vaccine,"[271.0, 271.0]",[271.0],1
12792,oral follow bcg,[271.0],[271.0],1
12793,oral follow bcg-denmark,[271.0],[271.0],1
12794,oral follow bcg-denmark-covid,[271.0],[271.0],1
12795,oral follow denmark,[271.0],[271.0],1
12796,oral follow participant,[271.0],[271.0],1
12797,oral follow saline,[271.0],[271.0],1
12798,oral follow vaccine,"[271.0, 271.0]",[271.0],1
12799,oral include cd4,[35.0],[35.0],1
12800,oral include gut-homing,[35.0],[35.0],1
12801,oral include parenteral,[215.0],[215.0],1
12802,oral induce cellular,[374.0],[374.0],1
12803,oral induce immunogen,[374.0],[374.0],1
12804,oral induce mucosal,[374.0],[374.0],1
12805,oral induce three,[374.0],[374.0],1
12806,oral induce vaccine,[374.0],[374.0],1
12807,oral know bcg,[271.0],[271.0],1
12808,oral know bcg-denmark,[271.0],[271.0],1
12809,oral know denmark,[271.0],[271.0],1
12810,oral know participant,[271.0],[271.0],1
12811,oral know saline,[271.0],[271.0],1
12812,oral know vaccine,"[271.0, 271.0]",[271.0],1
12813,oral meet bcg,[271.0],[271.0],1
12814,oral meet bcg-denmark,[271.0],[271.0],1
12815,oral meet bcg-denmark-covid,[271.0],[271.0],1
12816,oral meet denmark,[271.0],[271.0],1
12817,oral meet participant,[271.0],[271.0],1
12818,oral meet saline,[271.0],[271.0],1
12819,oral meet solid,[271.0],[271.0],1
12820,oral meet vaccine,"[271.0, 271.0]",[271.0],1
12821,oral neutralize cellular,[374.0],[374.0],1
12822,oral neutralize immunogen,[374.0],[374.0],1
12823,oral neutralize mucosal,[374.0],[374.0],1
12824,oral neutralize vaccine,[374.0],[374.0],1
12825,oral treat insulin,[377.0],[377.0],1
12826,oral vaccinate insulin,[377.0],[377.0],1
12827,organ emerge myocarditis,[172.0],[172.0],1
12828,organ emerge pancreatitis,[172.0],[172.0],1
12829,organ emerge serotypes,[172.0],[172.0],1
12830,organ use transcriptase-polymerase,[113.0],[113.0],1
12831,oropharyngeal cause menb,[160.0],[160.0],1
12832,oropharyngeal match pneumoniae,[384.0],[384.0],1
12833,oropharyngeal match streptococcus,[384.0],[384.0],1
12834,outer observe sod,[233.0],[233.0],1
12835,outpatient circulate nab,[158.0],[158.0],1
12836,outpatient follow bell,[81.0],[81.0],1
12837,outpatient follow eye,[81.0],[81.0],1
12838,outpatient follow keratopathy,[81.0],[81.0],1
12839,outpatient follow lagophthalmos,[81.0],[81.0],1
12840,outpatient follow left,[81.0],[81.0],1
12841,outpatient receive bell,[81.0],[81.0],1
12842,outpatient receive eye,[81.0],[81.0],1
12843,outpatient receive lagophthalmos,[81.0],[81.0],1
12844,outpatient receive left,[81.0],[81.0],1
12845,overweight receive adult,[214.0],[214.0],1
12846,overweight receive death,[214.0],[214.0],1
12847,overweight receive obesity,[214.0],[214.0],1
12848,oxfordshire induce bnt162b2,[196.0],[196.0],1
12849,oxfordshire induce chadox1,[196.0],[196.0],1
12850,oxfordshire induce infection,[196.0],[196.0],1
12851,oxfordshire induce ncov-19,[196.0],[196.0],1
12852,oxfordshire induce sars-cov-2,[196.0],[196.0],1
12853,oxygen follow los,"[322.0, 322.0]",[322.0],1
12854,oxygen follow symptom,"[322.0, 322.0]",[322.0],1
12855,oxygen reduce 112,[218.0],[218.0],1
12856,oxygen reduce 220,[218.0],[218.0],1
12857,oxygen reduce 441,[218.0],[218.0],1
12858,p 0001 cause cardiovascular disease,[348.0],[348.0],1
12859,p 0001 cause patient,[348.0],[348.0],1
12860,p 0001 cause pulmonary disease,[348.0],[348.0],1
12861,p 0001 test pulmonary disease,[348.0],[348.0],1
12862,p evaluate 133-188,[178.0],[178.0],1
12863,p evaluate 136-199,[178.0],[178.0],1
12864,p evaluate 159,[178.0],[178.0],1
12865,p evaluate 164,[178.0],[178.0],1
12866,p evaluate 4764,[178.0],[178.0],1
12867,p evaluate covid-19,[178.0],[178.0],1
12868,p receive 316,[463.0],[463.0],1
12869,p receive 600,[463.0],[463.0],1
12870,p receive il-10,[432.0],[432.0],1
12871,p receive summary,[432.0],[432.0],1
12872,p see 178,[492.0],[492.0],1
12873,p-typeable show two,[92.0],[92.0],1
12874,p-typeable show vaccine,[92.0],[92.0],1
12875,p-value use biomerieux,"[72.0, 72.0]",[72.0],1
12876,p-value use nab,"[72.0, 72.0]",[72.0],1
12877,p0005 compare first,[285.0],[285.0],1
12878,p0005 compare p0018,[285.0],[285.0],1
12879,p0005 compare p0028,[285.0],[285.0],1
12880,p001 compare first,[285.0],[285.0],1
12881,p001 compare p0018,[285.0],[285.0],1
12882,p001 compare p0028,[285.0],[285.0],1
12883,pa-tients receive cohort,[80.0],[80.0],1
12884,pa-tients receive patient,[80.0],[80.0],1
12885,pain ache hcws,[146.0],[146.0],1
12886,pain diagnose 1month,[320.0],[320.0],1
12887,pain dose cpgalum-adjuvanted,[309.0],[309.0],1
12888,pain enrol chill,[438.0],[438.0],1
12889,pain enrol headache,[438.0],[438.0],1
12890,pain enrol muscle ache,[438.0],[438.0],1
12891,pain indicate appetite,[352.0],[352.0],1
12892,pain indicate brain,[352.0],[352.0],1
12893,pain indicate dizziness,[352.0],[352.0],1
12894,pain indicate headache,[438.0],[438.0],1
12895,pain indicate muscle spasm,[352.0],[352.0],1
12896,pain indicate rash,[352.0],[352.0],1
12897,pain indicate symptom,[352.0],[352.0],1
12898,pain need appetite,[353.0],[353.0],1
12899,pain need brain,[353.0],[353.0],1
12900,pain need dizziness,[353.0],[353.0],1
12901,pain need muscle spasm,[353.0],[353.0],1
12902,pain need rash,[353.0],[353.0],1
12903,pain need symptom,"[353.0, 353.0]",[353.0],1
12904,pain observe vaccine,[46.0],[46.0],1
12905,pain pain vaccine,"[46.0, 46.0]",[46.0],1
12906,pain solicit 3-13,[309.0],[309.0],1
12907,pain solicit as03,[309.0],[309.0],1
12908,pain solicit cpgalum,[309.0],[309.0],1
12909,pain understudy appetite,[352.0],[352.0],1
12910,pain understudy brain,[352.0],[352.0],1
12911,pain understudy muscle spasm,[352.0],[352.0],1
12912,pain understudy rash,[352.0],[352.0],1
12913,pain understudy symptom,[352.0],[352.0],1
12914,palivizumab play high-risk,[252.0],[252.0],1
12915,palivizumab prevent infant,[256.0],[256.0],1
12916,palsy follow vaccine,[81.0],[81.0],1
12917,palsy report vaccine,[81.0],[81.0],1
12918,panama city evaluate 167,[362.0],[362.0],1
12919,panama city evaluate 232,[362.0],[362.0],1
12920,panama city evaluate influenza,[362.0],[362.0],1
12921,panama city evaluate west,[362.0],[362.0],1
12922,pancreas show rat,[377.0],[377.0],1
12923,pancreatitis desire cvb3,[173.0],[173.0],1
12924,pancreatitis desire wild-type,[173.0],[173.0],1
12925,papillomavirus recommend cancer,[262.0],[262.0],1
12926,papillomavirus recommend cervical,[262.0],[262.0],1
12927,papillomavirus recommend woman,[262.0],[262.0],1
12928,paracetamol enrol chill,[438.0],[438.0],1
12929,paracetamol enrol headache,[438.0],[438.0],1
12930,paracetamol enrol muscle ache,[438.0],[438.0],1
12931,paracetamol indicate headache,[438.0],[438.0],1
12932,parainfluenza investigate adv,[197.0],[197.0],1
12933,parainfluenza investigate bocavirus,[197.0],[197.0],1
12934,parainfluenza investigate coronavirus,[197.0],[197.0],1
12935,parainfluenza investigate cov,[197.0],[197.0],1
12936,parainfluenza investigate metapneumovirus,[197.0],[197.0],1
12937,parainfluenza investigate mpv,[197.0],[197.0],1
12938,parainfluenza investigate rhinovirus,[197.0],[197.0],1
12939,parainfluenza stunt cri,[384.0],[384.0],1
12940,parasitemia use cochran-mantel-haenszel,[192.0],[192.0],1
12941,parasitemia use infection,[447.0],[447.0],1
12942,parasitemia vaccinate blood,[192.0],[192.0],1
12943,parasitemia vaccinate cochran-mantel-haenszel,[192.0],[192.0],1
12944,paratuberculosis cause gastroenteritis,"[20.0, 20.0]",[20.0],1
12945,paratuberculosis cause ruminant,"[20.0, 20.0]",[20.0],1
12946,parent affect anti-sars-cov-2,[298.0],[298.0],1
12947,parent affect blood,[298.0],[298.0],1
12948,parent affect igg,[298.0],[298.0],1
12949,parent affect igm,[298.0],[298.0],1
12950,parent compare anti-sars-cov-2,[298.0],[298.0],1
12951,parent compare blood,[298.0],[298.0],1
12952,parent compare igg,[298.0],[298.0],1
12953,parent compare igm,[298.0],[298.0],1
12954,parent compare t30,[298.0],[298.0],1
12955,parent evaluate anti-sars-cov-2,[298.0],[298.0],1
12956,parent evaluate blood,[298.0],[298.0],1
12957,parent evaluate child,[298.0],[298.0],1
12958,parent evaluate igg,[298.0],[298.0],1
12959,parent evaluate igm,[298.0],[298.0],1
12960,parent evaluate t30,[298.0],[298.0],1
12961,parent perform child,[335.0],[335.0],1
12962,parent perform ili,[335.0],[335.0],1
12963,parent perform influenza,[335.0],[335.0],1
12964,parent perform influenza-like,[335.0],[335.0],1
12965,parenteral cause fox,[216.0],[216.0],1
12966,parenteral cause oral,[216.0],[216.0],1
12967,parenteral cause rabies,[216.0],[216.0],1
12968,parenteral cause vaccine,[216.0],[216.0],1
12969,participant adsorb covid-19,[176.0],[176.0],1
12970,participant age coronavac,[151.0],[151.0],1
12971,participant age covid-19,"[151.0, 151.0]",[151.0],1
12972,participant age death,[151.0],[151.0],1
12973,participant age paulo,[151.0],[151.0],1
12974,participant age sars-cov-2,[151.0],[151.0],1
12975,participant age two,[151.0],[151.0],1
12976,participant aim 2020,"[271.0, 271.0, 271.0, 271.0]",[271.0],1
12977,participant aim 2020-001888-90,"[271.0, 271.0]",[271.0],1
12978,participant aim antibody,[275.0],[275.0],1
12979,participant aim eudract,"[271.0, 271.0, 271.0, 271.0]",[271.0],1
12980,participant aim two,[275.0],[275.0],1
12981,participant allocate nacl,[309.0],[309.0],1
12982,participant allocate scb-2019,[309.0],[309.0],1
12983,participant allocate two,"[176.0, 176.0]",[176.0],1
12984,participant allocate vaccine,"[176.0, 176.0]",[176.0],1
12985,participant approve allergy,[271.0],[271.0],1
12986,participant approve bacterial infection,[271.0],[271.0],1
12987,participant approve bcg,"[271.0, 271.0]",[271.0],1
12988,participant approve covid-19,[271.0],[271.0],1
12989,participant approve fever,[271.0],[271.0],1
12990,participant approve immunocompromised,[271.0],[271.0],1
12991,participant approve infection,[271.0],[271.0],1
12992,participant approve mycobacterium,[271.0],[271.0],1
12993,participant approve tuberculosis,"[271.0, 271.0]",[271.0],1
12994,participant approve vaccine,"[271.0, 271.0]",[271.0],1
12995,participant associate 56-72,[319.0],[319.0],1
12996,participant associate men,"[319.0, 319.0]",[319.0],1
12997,participant base 54-68,[283.0],[283.0],1
12998,participant base 60-71,[283.0],[283.0],1
12999,participant base 8805,[283.0],[283.0],1
13000,participant base 95,[283.0],[283.0],1
13001,participant base bnt162b2,[283.0],[283.0],1
13002,participant base chadox1,[283.0],[283.0],1
13003,participant base ci,[283.0],[283.0],1
13004,participant base infection,[283.0],[283.0],1
13005,participant base sars-cov-2,[283.0],[283.0],1
13006,participant base second,[283.0],[283.0],1
13007,participant base vaccine,[283.0],[283.0],1
13008,participant bind covid-19,[171.0],[171.0],1
13009,participant block aluminium hydroxide,"[135.0, 135.0]",[135.0],1
13010,participant classify allergy,[271.0],[271.0],1
13011,participant classify bacterial infection,[271.0],[271.0],1
13012,participant classify bcg,"[271.0, 271.0]",[271.0],1
13013,participant classify covid-19,[271.0],[271.0],1
13014,participant classify fever,[271.0],[271.0],1
13015,participant classify immunocompromised,[271.0],[271.0],1
13016,participant classify infection,[271.0],[271.0],1
13017,participant classify mycobacterium,[271.0],[271.0],1
13018,participant classify tuberculosis,"[271.0, 271.0]",[271.0],1
13019,participant classify vaccine,"[271.0, 271.0]",[271.0],1
13020,participant collect 206,[207.0],[207.0],1
13021,participant collect 261,[207.0],[207.0],1
13022,participant collect 361,[207.0],[207.0],1
13023,participant collect 844,[207.0],[207.0],1
13024,participant collect 946,[207.0],[207.0],1
13025,participant collect alum-only,[207.0],[207.0],1
13026,participant collect chest,[384.0],[384.0],1
13027,participant collect covid-19,[169.0],[169.0],1
13028,participant collect dyad,"[169.0, 169.0]",[169.0],1
13029,participant collect men,[207.0],[207.0],1
13030,participant collect mother37,[169.0],[169.0],1
13031,participant collect one,[169.0],[169.0],1
13032,participant collect second,[207.0],[207.0],1
13033,participant collect transcriptase-polymerase,[207.0],[207.0],1
13034,participant collect twin,[169.0],[169.0],1
13035,participant collect vaccine,[207.0],[207.0],1
13036,participant compare chicago,[171.0],[171.0],1
13037,participant compare covid-19,[171.0],[171.0],1
13038,participant compare mrna-1273moderna,[171.0],[171.0],1
13039,participant confirm covid-19,[151.0],[151.0],1
13040,participant confirm death,[151.0],[151.0],1
13041,participant confirm sars-cov-2,[151.0],[151.0],1
13042,participant conserve vaccine,[444.0],[444.0],1
13043,participant correlate six,[164.0],[164.0],1
13044,participant describe 225,[419.0],[419.0],1
13045,participant describe 845,[419.0],[419.0],1
13046,participant describe dementia,[419.0],[419.0],1
13047,participant describe nacl,[309.0],[309.0],1
13048,participant detect marburg,[438.0],[438.0],1
13049,participant detect ten,"[438.0, 438.0]",[438.0],1
13050,participant diagnose costa,[403.0],[403.0],1
13051,participant diagnose finland netherlands,[403.0],[403.0],1
13052,participant diagnose iran,[403.0],[403.0],1
13053,participant diagnose mexico,[403.0],[403.0],1
13054,participant diagnose rica,[403.0],[403.0],1
13055,participant diagnose sweden,[403.0],[403.0],1
13056,participant diagnose switzerland,[403.0],[403.0],1
13057,participant dose 121,[207.0],[207.0],1
13058,participant dose 206,[207.0],[207.0],1
13059,participant dose 261,[207.0],[207.0],1
13060,participant dose 361,[207.0],[207.0],1
13061,participant dose 366-546,[207.0],[207.0],1
13062,participant dose 648,[207.0],[207.0],1
13063,participant dose 844,[207.0],[207.0],1
13064,participant dose 946,[207.0],[207.0],1
13065,participant dose alum-only,"[207.0, 207.0]",[207.0],1
13066,participant dose aluminium hydroxide,"[135.0, 135.0]",[135.0],1
13067,participant dose hb02,"[207.0, 207.0]",[207.0],1
13068,participant dose men,[207.0],[207.0],1
13069,participant dose person-years,"[207.0, 207.0, 207.0]",[207.0],1
13070,participant dose second,[207.0],[207.0],1
13071,participant dose transcriptase-polymerase,[207.0],[207.0],1
13072,participant dose vaccine,[207.0],[207.0],1
13073,participant enrol 128,[134.0],[134.0],1
13074,participant enrol 2020,[309.0],[309.0],1
13075,participant enrol 600,[135.0],[135.0],1
13076,participant enrol covid-19,"[164.0, 490.0, 490.0]","[490.0, 164.0]",2
13077,participant enrol sars-cov-2,[164.0],[164.0],1
13078,participant enrol symptom,[490.0],[490.0],1
13079,participant enrol vaccine,[309.0],[309.0],1
13080,participant enrol venous,[490.0],[490.0],1
13081,participant evaluate 102,[319.0],[319.0],1
13082,participant evaluate 18,[207.0],[207.0],1
13083,participant evaluate 54-68,[283.0],[283.0],1
13084,participant evaluate 60-71,[283.0],[283.0],1
13085,participant evaluate 95,[283.0],[283.0],1
13086,participant evaluate adult,[207.0],[207.0],1
13087,participant evaluate anticancer,[319.0],[319.0],1
13088,participant evaluate bahrain,[207.0],[207.0],1
13089,participant evaluate bnt162b2,[319.0],[319.0],1
13090,participant evaluate ci,[283.0],[283.0],1
13091,participant evaluate cohort,[319.0],[319.0],1
13092,participant evaluate covid-19,[207.0],[207.0],1
13093,participant evaluate emirate,[207.0],[207.0],1
13094,participant evaluate patient,[319.0],[319.0],1
13095,participant evaluate second,[283.0],[283.0],1
13096,participant evaluate solid tumors,[319.0],[319.0],1
13097,participant evaluate vaccine,[319.0],[319.0],1
13098,participant fill one,[210.0],[210.0],1
13099,participant fill sars-cov-2,[210.0],[210.0],1
13100,participant follow 648,[207.0],[207.0],1
13101,participant follow dilution,[489.0],[489.0],1
13102,participant follow elisa,[489.0],[489.0],1
13103,participant follow hb02,[207.0],[207.0],1
13104,participant follow n2,"[190.0, 190.0]",[190.0],1
13105,participant follow n35,[190.0],[190.0],1
13106,participant follow sars-cov-2,[489.0],[489.0],1
13107,participant inactivate 18,[207.0],[207.0],1
13108,participant inactivate adult,[207.0],[207.0],1
13109,participant inactivate bahrain,[207.0],[207.0],1
13110,participant inactivate covid-19,"[176.0, 207.0]","[176.0, 207.0]",2
13111,participant inactivate emirate,[207.0],[207.0],1
13112,participant include bnt162b2,[57.0],[57.0],1
13113,participant include cohort,[57.0],[57.0],1
13114,participant include elisa,[57.0],[57.0],1
13115,participant include igg,[57.0],[57.0],1
13116,participant include interferon,[57.0],[57.0],1
13117,participant include mrna-1273,[57.0],[57.0],1
13118,participant include sars-cov-2,"[57.0, 57.0]",[57.0],1
13119,participant include vaccine,[438.0],[438.0],1
13120,participant include worker,[57.0],[57.0],1
13121,participant indicate aluminium hydroxide,"[135.0, 135.0]",[135.0],1
13122,participant indicate coronavac,[135.0],[135.0],1
13123,participant indicate coronavc,"[135.0, 135.0]",[135.0],1
13124,participant indicate six,[135.0],[135.0],1
13125,participant indicate two,"[135.0, 135.0]",[135.0],1
13126,participant induce 54-68,[283.0],[283.0],1
13127,participant induce 60-71,[283.0],[283.0],1
13128,participant induce 8805,[283.0],[283.0],1
13129,participant induce 95,[283.0],[283.0],1
13130,participant induce cerebral venous,[403.0],[403.0],1
13131,participant induce ci,[283.0],[283.0],1
13132,participant induce community,[275.0],[275.0],1
13133,participant induce consortium,[403.0],[403.0],1
13134,participant induce costa,[403.0],[403.0],1
13135,participant induce covid-19,[275.0],[275.0],1
13136,participant induce finland netherlands,[403.0],[403.0],1
13137,participant induce infection,[283.0],[283.0],1
13138,participant induce iran,[403.0],[403.0],1
13139,participant induce mexico,[403.0],[403.0],1
13140,participant induce mrna-based,[275.0],[275.0],1
13141,participant induce rica,[403.0],[403.0],1
13142,participant induce sars-cov-2,[283.0],[283.0],1
13143,participant induce second,[283.0],[283.0],1
13144,participant induce sweden,[403.0],[403.0],1
13145,participant induce switzerland,[403.0],[403.0],1
13146,participant induce thrombosis,"[403.0, 403.0]",[403.0],1
13147,participant induce vaccine,[275.0],[275.0],1
